ref_ids
HG02462
HG00623
HG01607
NA19429
NA19468
HG00258
HG02330
HG01804
NA19247
HG00313
HG01527
HG02549
NA20854
NA19017
NA18517
HG01515
NA19901
HG02060
HG00129
HG01277
NA20773
HG01029
HG01892
HG03342
HG00236
HG03499
HG01188
HG02312
NA19916
NA19317
HG02256
HG03990
HG01947
HG01765
HG02722
HG01953
HG01813
HG02389
HG02182
HG01064
HG03394
NA21118
HG01047
NA19099
HG01812
NA20863
NA18567
HG00632
HG02562
NA18858
NA18968
HG01805
NA19042
NA19401
NA18945
NA20870
NA12828
NA20887
NA20291
HG02648
NA12874
NA18632
HG00556
NA19403
HG03199
HG01858
HG02104
NA19093
HG01697
NA18640
HG03268
HG01521
HG01205
NA07000
HG03854
HG04164
HG03607
NA20904
HG00650
HG00334
HG00290
HG04194
NA18620
NA21135
NA19316
HG00176
NA19454
HG01595
NA20515
HG03484
HG00451
HG02391
HG01112
NA18535
NA19723
NA18546
HG01383
HG03198
HG01861
NA20517
HG03433
HG00097
HG00657
HG01841
HG01086
HG00288
HG01939
NA18510
HG02979
HG00879
NA18961
NA21110
HG01572
HG00318
NA18571
HG00684
NA19835
HG01444
NA12749
HG03934
HG03189
NA21111
NA20752
HG02054
NA19922
HG03995
HG03869
HG01066
HG03109
HG03159
HG02614
HG02144
NA18577
NA11832
HG00278
NA18562
NA19238
NA12829
HG03905
HG02299
HG01747
HG00096
HG01982
NA20126
HG01620
NA20543
HG02049
HG02113
HG00551
NA19795
HG00442
HG03692
NA19121
HG00956
HG00127
HG01806
NA19789
HG00864
NA19321
NA20351
HG02643
HG02555
HG00472
NA18853
HG03298
NA19005
HG03629
HG02133
NA20878
NA19740
HG04094
HG02629
HG03624
HG03857
HG03556
HG00458
HG03895
HG02772
NA19153
HG02130
HG02973
HG03139
HG00277
HG02879
HG01191
HG02642
NA19037
NA21120
HG00356
HG04019
HG03698
HG00306
HG03926
NA20798
NA20856
HG02382
HG03663
HG04038
HG01924
NA18508
HG02419
NA20814
HG00263
NA20869
HG01878
HG01137
HG00419
HG00628
HG00182
HG01865
HG01461
HG04014
NA19914
HG04090
HG03941
HG00146
HG01323
HG02621
HG03040
HG03291
NA12347
HG00353
HG04017
HG00343
NA18648
NA12004
HG02067
HG02634
HG01708
HG04025
NA19307
HG01125
