ref_ids
HG02497
NA18546
HG01077
HG00159
HG01191
HG04015
HG01083
HG02943
HG01610
NA19728
HG02232
HG01985
NA19011
NA20581
NA11992
HG02700
HG02266
HG03027
HG02571
HG01363
NA18757
HG02079
HG01595
HG01462
NA20819
NA21088
HG00132
NA20878
HG00186
HG03829
HG01896
NA19070
NA18915
NA19079
NA19454
HG03157
NA19117
HG03755
NA20821
NA11995
HG04035
HG00421
HG00179
HG00157
HG02979
HG02580
HG03311
NA18979
HG04189
HG01437
HG03049
NA20815
HG01085
HG02715
HG02676
HG03895
NA19328
HG03636
NA20811
HG04222
HG01350
NA19102
NA12762
NA18965
NA19759
HG03103
HG02888
HG02259
NA19439
NA20884
HG03439
HG01917
NA18957
HG01623
NA20412
HG04001
NA19042
NA20296
NA19663
HG03644
HG00185
HG03777
HG02541
NA19731
HG00728
HG01524
NA18615
HG01603
HG03237
HG02660
HG04229
HG03469
HG04219
HG02164
NA18620
NA19377
HG03455
HG02397
NA18624
HG00238
NA18516
NA19788
HG02262
NA19376
HG00449
HG01204
HG02952
HG02064
NA20588
HG01086
HG01773
HG00343
NA20753
NA19346
NA21130
NA18934
HG00116
HG02763
HG02983
HG01139
HG01600
HG00457
NA19137
HG00595
HG01498
NA19012
HG02703
HG02275
HG01686
NA19351
HG04019
NA21112
NA19776
HG03225
NA18975
HG03376
NA21094
HG02811
NA20771
NA18499
HG03046
HG00311
HG03838
HG02923
HG02215
HG01360
NA19795
HG02896
HG01519
HG00879
HG03025
HG01486
HG02142
HG01377
HG01104
HG00271
NA19214
HG03595
HG03160
HG00672
NA18877
HG03196
NA19062
HG02152
NA20342
HG01510
NA19916
HG04059
HG02648
HG03836
HG03868
NA18924
HG01746
NA20859
NA12275
HG01080
HG03485
NA20877
HG02731
HG03557
HG03864
NA20798
NA12348
NA19143
HG02489
NA11919
HG00382
NA19247
NA20535
HG03679
HG01067
HG01247
HG03709
HG00143
HG02769
NA18961
HG04080
NA12874
NA19792
HG03259
HG01372
NA20522
NA19006
NA19129
HG00693
HG01075
HG04075
HG01781
NA19108
HG00565
NA19054
HG03963
NA20540
NA18908
HG01048
HG03689
NA21142
HG01365
HG02725
HG01599
NA20801
HG02138
HG00142
HG03301
HG00611
HG00267
HG00235
HG03175
HG00335
HG01501
NA19740
HG04238
HG00381
HG03913
HG03577
HG01047
HG02104
HG01988
HG03790
NA20901
HG01893
NA20291
HG02082
HG00463
HG03824
NA18530
HG03304
HG01705
HG00349
HG03969
NA21114
HG02666
NA06986
HG02490
HG01811
HG02855
HG02604
NA20858
NA18525
HG00580
HG01550
NA18976
NA19735
NA18582
HG03714
HG02285
HG01682
HG02380
HG00684
HG03594
HG01848
HG02976
HG00253
HG03294
HG02716
HG01783
HG03166
HG02614
HG01861
NA21144
NA18545
HG00656
NA19390
NA19152
HG00614
HG02971
HG02035
NA07056
HG00634
NA20534
NA20299
NA20514
NA19375
HG00355
HG01953
NA19712
HG00675
HG03767
HG03998
HG00171
NA20864
HG00129
HG01112
HG02511
HG01708
NA19098
HG01605
NA19717
HG02562
NA18544
HG04198
NA18636
HG02807
HG01844
HG00364
HG02642
HG04094
NA18567
HG01251
HG03971
HG00553
NA21113
HG03039
HG02429
HG02852
NA19395
HG02628
NA19072
HG03114
NA19113
HG00346
HG01813
HG03163
HG03057
HG03600
NA20874
NA18999
HG01148
HG02685
NA19661
NA20887
HG03832
HG03558
NA18559
HG04039
HG01357
NA21104
HG02780
HG02736
HG01589
HG00320
NA19144
HG02817
HG02250
HG01031
HG02304
NA20772
NA19225
HG00231
NA19658
NA19761
NA20754
NA20278
HG03241
HG00275
HG01414
HG02185
HG02133
NA11831
HG01608
HG02375
NA19189
HG01362
NA19701
HG03757
HG01525
NA18912
NA11920
NA19355
NA18985
NA19783
NA20828
HG01850
HG01602
NA19082
HG01136
HG00536
HG03928
HG02702
HG03547
HG01256
HG00581
NA21125
NA18610
HG03108
HG00651
NA07051
HG01455
HG03738
HG01275
HG01054
HG00111
NA21127
HG04155
NA19332
HG03624
HG02655
NA20805
HG00743
HG03419
HG01697
NA18511
NA20357
HG01859
HG00242
NA20849
HG03812
NA19681
NA18972
HG02374
NA19982
HG02150
HG03730
HG01980
HG01756
HG01049
HG01098
NA18991
NA18517
NA12046
NA19317
HG01958
HG03941
HG02775
HG03694
NA19651
HG00731
NA19223
HG03028
NA12058
NA18552
HG01880
HG03091
NA18622
HG01851
HG02860
HG00139
NA19116
HG02253
NA20756
HG01190
NA12249
NA19037
HG04182
HG03297
HG01586
HG02165
HG00239
NA20812
HG03437
NA19782
NA18563
NA20348
HG01253
HG02724
HG01131
HG03995
NA19091
HG01841
HG04176
NA18998
NA19920
NA19171
NA18942
HG00698
HG00625
HG01685
HG03722
HG03007
NA19655
HG01092
NA18879
HG02392
HG03625
NA19429
NA19750
NA18632
HG01073
HG00102
HG02009
HG00325
HG00190
HG03112
HG03343
NA19009
HG00376
HG01485
HG03693
HG03752
HG01810
HG01334
HG04171
HG00674
HG00446
NA19726
NA20516
HG04152
HG02790
HG03640
HG03968
NA19648
HG02314
HG02155
HG03081
NA20542
HG03247
NA18555
HG00844
HG03604
NA12815
NA19720
NA07000
HG00107
HG00513
NA19771
NA20774
NA18967
HG00592
HG03631
HG01459
HG02445
NA12234
NA19027
HG02522
HG03168
NA06989
HG01465
HG02697
HG00256
NA20519
NA20505
NA18498
HG03702
HG03385
HG00274
HG00324
HG02013
HG00149
NA18959
HG01709
NA20332
HG04020
HG03136
HG02450
NA19319
NA19443
NA18973
NA19057
HG02613
NA19096
HG00282
HG02337
HG01503
HG03575
NA18541
HG02054
HG00318
NA19711
NA19756
HG02143
HG03066
HG02786
HG00319
NA19909
HG02307
HG02012
HG00373
NA19060
HG03082
NA20533
NA20521
NA18603
NA19463
NA19056
HG02107
NA18537
HG03109
HG01954
HG02332
HG01271
HG03809
NA20903
HG03397
HG03629
HG02573
NA18933
HG00337
HG02067
HG04146
HG03120
HG03228
NA12413
NA12814
HG04144
NA12282
NA19308
HG04003
HG00650
HG03593
HG00237
NA11829
HG02787
HG04063
HG01242
HG00378
NA12489
NA20289
NA20766
NA20529
NA20826
HG02339
HG03772
HG00629
HG03770
NA12003
NA20298
HG00707
HG01577
HG00174
HG03015
NA20763
HG01168
HG00109
HG03521
NA12005
HG02799
NA07048
NA18502
HG03668
HG03989
NA20899
HG03873
HG03224
HG01669
HG02069
NA19089
HG02188
HG00350
HG02464
NA19452
HG01395
NA18986
NA19703
NA21128
NA19471
NA19198
HG01790
NA12045
HG02286
HG01028
NA19083
HG01461
HG02601
HG00464
HG02944
NA12347
HG03920
HG01188
HG03515
NA12400
NA18963
HG02570
NA19026
HG00330
NA20509
HG02861
HG02078
HG03741
HG03894
HG01079
HG03045
HG03054
HG01874
HG02768
HG02804
NA20906
NA19059
HG03951
NA19914
NA19175
HG03914
HG02186
NA18547
NA20894
HG03366
HG00304
HG01890
HG02154
NA19734
NA18564
HG01063
HG04118
HG03096
HG01325
NA18616
NA18501
NA18599
HG03195
NA18945
HG02981
NA18549
NA12156
NA12830
HG03686
NA20827
HG02545
NA19078
HG01873
NA18566
HG02793
HG03965
HG03849
HG02353
HG02373
NA20786
NA20900
HG03193
HG01950
HG04062
HG00437
HG03796
NA19676
HG03902
HG01806
HG00268
NA19222
NA18638
HG01489
HG01842
HG03911
HG00473
HG02839
NA19700
HG02635
HG02678
NA12342
HG02690
NA19172
HG03267
HG01556
NA18504
NA19257
NA19347
HG01807
HG00127
HG03869
HG00245
HG01989
NA18971
NA19472
NA20882
HG03280
HG02345
NA12872
HG02008
HG00534
HG02974
HG01389
NA20862
HG00117
NA19213
HG02784
NA19664
HG00178
NA21101
NA19752
HG03773
NA20346
NA20875
NA19038
HG03369
HG03756
HG03021
NA18562
NA18876
HG04131
HG02549
NA19723
HG01974
NA18989
NA18923
NA21108
HG02594
HG01082
HG03750
NA19764
HG01976
NA18488
HG02399
NA20518
NA18864
NA18749
NA19327
HG02461
NA20910
NA12873
NA18907
NA20797
HG02649
NA18505
HG01344
HG03619
HG02298
NA18574
HG01965
NA20822
HG03861
HG03646
HG02256
HG00309
HG03303
HG02025
NA21089
HG03060
HG00328
NA19670
HG01069
NA18611
HG03199
HG00419
HG00663
NA18950
HG02854
HG04090
NA11931
NA19307
HG03731
HG01444
NA10847
HG00326
HG02355
HG00436
HG02505
HG03006
NA20851
NA18613
HG00662
HG02471
NA21098
HG02032
HG02574
HG02546
HG00259
HG01846
NA20810
HG01311
NA18597
HG03234
HG03867
HG01402
NA20892
HG01468
NA19055
NA18643
HG02407
NA18528
HG01383
HG02051
NA18557
HG00323
HG01474
HG00329
HG00264
NA19374
HG01805
HG03616
NA18951
NA11918
HG01747
HG01405
HG03484
HG02427
HG00101
HG03874
HG00106
NA21105
HG02728
NA19385
HG02634
NA19350
NA21107
HG00736
HG02661
HG01058
HG01536
HG01938
NA19456
HG01676
NA19716
NA20282
NA19238
HG03162
HG01528
HG03863
HG03944
NA12273
HG03848
HG03436
HG00699
NA19777
HG02113
NA12750
NA20891
HG00243
NA19922
HG04061
HG04177
NA11893
HG03696
HG00146
HG01488
HG03953
HG03760
HG03172
HG02485
NA18630
HG01973
HG03159
HG02805
HG02348
HG01351
HG02658
NA18968
HG01991
HG01878
NA19184
HG01359
HG03370
NA12828
NA18868
HG00177
HG02002
HG02180
NA18560
HG00258
NA20274
NA20503
HG01630
HG01164
HG01619
HG00632
NA19119
HG01626
HG01808
HG03779
HG02379
HG00766
HG01933
HG03095
HG02394
HG02233
HG01286
HG02620
HG04209
NA20796
HG02586
HG01710
HG02283
HG03209
HG02757
HG02772
HG00422
HG03240
NA19153
NA20334
HG03896
HG03061
HG02953
HG00331
NA19209
NA12776
HG01438
HG02322
HG01784
HG02140
HG02230
HG04038
HG02364
HG04060
HG00273
HG02792
HG03130
HG02111
HG00867
NA20807
NA18947
HG00236
HG02179
NA20778
HG00543
HG02722
HG02153
HG03058
NA19239
NA20538
HG02317
HG03074
HG02278
HG03072
HG01992
HG01625
HG02946
HG02479
HG04202
HG01257
HG03775
HG01248
HG01254
HG01341
HG02512
NA19679
HG01840
HG02884
NA12154
HG01695
HG03931
HG03380
HG02281
HG04099
NA20362
HG03009
HG01303
NA18542
HG03680
HG02219
HG01956
HG00445
NA06985
NA18865
HG02312
NA19118
HG02484
HG00327
HG00851
HG00154
NA20757
HG03858
NA19141
HG01516
HG03446
NA19468
NA18532
HG01771
NA20127
HG02224
HG02836
HG04235
HG01052
HG03774
HG01914
NA12287
HG03708
HG03976
NA20320
HG03866
HG00583
HG02040
HG01912
HG00360
HG01694
HG01142
HG01593
NA19314
NA20544
HG03653
NA19068
NA20318
NA20813
HG01879
HG01495
HG00613
NA20758
HG02624
NA19428
NA18508
NA12749
HG01137
HG01051
HG00254
NA18916
NA19088
NA19713
HG01102
NA19149
HG01392
HG03746
NA18579
HG02798
HG00097
HG02675
NA20339
NA19065
NA21100
NA19003
NA19310
HG01174
NA19436
HG01055
NA20853
NA12760
HG01794
HG01618
NA20524
HG04047
HG03607
HG01119
NA20902
HG03452
HG02016
HG02870
HG03473
HG01889
HG00683
HG02878
HG00689
HG01606
HG00280
HG00560
HG03887
NA18943
HG00284
HG03018
NA18940
NA18964
HG00525
HG03898
NA20539
HG00478
HG01504
HG03792
NA20770
NA21123
NA12546
HG01522
HG02789
HG01768
HG04153
HG00717
HG03698
NA12827
NA18962
HG00361
NA19159
NA19114
HG00369
HG03121
HG01259
HG03814
HG03084
HG04216
HG02182
HG01862
HG01892
HG03567
HG03518
HG02721
HG04014
HG02085
HG01620
HG04186
HG03123
HG02691
NA19185
NA18992
NA19002
NA21122
HG00281
NA19467
HG00404
NA21092
NA19380
NA20790
HG00622
NA20530
HG03826
NA19451
HG01456
HG01597
HG03079
HG02756
HG01390
HG01518
HG03687
HG01066
HG03611
HG03890
HG02095
HG03126
HG03673
HG01948
HG03491
HG04183
HG00126
HG01786
HG02885
HG02127
HG02645
HG01967
NA18909
HG01936
HG03099
NA21102
HG00125
HG01765
HG02425
HG03088
HG00956
HG03572
HG02389
HG02102
HG00246
HG01356
HG02837
HG03313
HG02058
HG02737
NA19338
HG01348
NA20818
HG00100
HG02558
HG03823
NA19746
HG00705
HG01435
HG02265
HG01680
NA20589
HG00443
HG03085
NA20773
HG00737
HG03472
NA18910
HG02583
HG03870
NA20886
HG04162
HG03788
NA19197
HG03111
HG00110
NA18626
HG04134
NA20885
NA21091
HG00640
NA11932
NA20783
HG00122
NA18873
NA12414
HG03955
HG02600
HG03132
HG00133
NA19256
HG03786
HG01531
HG01817
HG02557
NA21137
HG02481
HG01849
HG01883
HG02891
HG03078
HG02220
HG01779
NA18949
NA18748
NA18944
HG02390
NA18538
HG03442
NA18573
HG01858
NA18627
HG03649
HG02398
NA21120
HG02190
NA19732
HG00173
HG01801
NA20513
HG02941
HG01700
NA18941
HG01061
NA18618
NA19030
HG02014
NA19440
NA19309
NA19190
NA18954
HG01125
HG01869
NA19657
HG03908
HG02629
NA21143
HG03922
NA19092
NA18523
NA20881
HG02116
HG03753
HG00368
HG02360
HG02147
HG00272
NA18639
HG03342
NA20586
HG03135
HG00533
HG03052
HG00407
HG02585
HG03235
NA11881
HG01843
HG03391
HG03695
HG02433
HG01130
NA18970
HG01583
NA18948
HG01857
NA20897
NA19000
HG01250
HG01326
HG01281
HG00096
NA20809
HG00145
NA19434
NA19704
NA19146
NA18874
NA19107
NA12890
HG04023
HG00610
HG01140
HG02236
HG00108
HG01122
HG00637
HG01441
NA19010
HG01369
HG02144
HG02760
HG03457
HG02595
NA21135
HG04033
HG03917
HG04164
NA18853
HG02561
HG02696
HG02223
NA12748
NA19393
HG04225
HG00557
NA12878
HG03169
HG00160
HG04017
HG01492
NA19923
HG03022
NA19334
HG01775
HG02060
HG01872
HG00123
HG02049
HG02521
HG03086
HG00608
HG03808
NA18917
HG03556
HG01809
HG00182
NA20869
NA20506
HG03133
HG00641
HG02679
NA12044
HG03785
HG01187
NA19457
HG03643
NA19323
HG03899
HG01572
HG01668
NA19074
HG00269
HG03571
HG01272
HG02271
NA19031
NA12778
HG03856
HG02851
NA12889
HG01986
NA18519
HG03499
NA18625
NA10851
HG03854
HG00187
HG03871
HG02476
HG03270
NA20525
HG01628
HG03105
NA18974
NA12155
HG02840
NA20356
HG02383
NA18960
HG03388
HG02819
HG00131
HG03129
HG02181
HG01864
HG03771
HG02895
HG00137
NA18634
HG03681
NA18745
HG01375
HG02081
HG03905
HG01970
HG03097
HG01173
HG02073
NA18522
NA19024
HG01870
NA12761
HG02084
HG02887
HG03372
HG02053
HG00158
HG01308
NA21119
HG01551
NA19984
NA21126
HG00620
HG01515
HG03787
NA19063
HG00357
HG02470
NA18997
HG03821
HG02577
NA20863
NA20543
NA18520
HG02420
HG02603
HG00306
NA19904
HG00310
HG04140
HG00351
HG02496
HG03401
HG00537
HG02315
HG00657
HG01798
HG01133
NA19200
NA19762
NA12399
HG03258
HG02973
HG03692
NA18980
HG03937
HG00638
HG00599
NA20517
HG03851
NA18572
HG03291
NA18978
HG02184
NA18548
NA20785
HG01885
NA20321
HG02771
NA19372
HG01767
NA19770
NA18536
HG02494
NA18614
NA12718
HG02682
HG03943
HG03885
HG01886
HG00982
HG03642
HG03947
HG03925
HG02089
HG01776
HG03539
NA21097
HG00336
HG03717
HG01816
HG03691
HG03716
HG00732
HG00619
HG01521
HG02652
NA21099
HG03598
HG00472
HG03793
HG04106
HG03973
NA19780
HG03844
HG02401
HG03461
NA19331
HG00740
HG00308
HG01354
HG02137
HG04194
HG02688
HG00380
NA20527
NA19235
HG00881
HG00759
HG03967
NA19206
NA19437
HG03900
NA18550
HG02356
HG02151
HG03886
NA19064
HG00141
NA19324
NA18539
NA18646
NA20787
HG01167
HG01927
NA19321
NA20531
HG04159
HG02385
NA18629
HG01530
NA18946
HG02076
HG00384
HG03476
HG02141
HG03585
HG02292
HG01918
HG03703
HG01631
HG01871
NA18534
NA18561
NA20764
NA19773
HG02282
HG01393
HG03781
HG00607
NA18577
HG01277
HG00864
HG04185
HG03019
HG02610
HG03077
HG01512
HG01704
HG01961
HG01413
HG00232
HG01770
HG01941
HG02651
NA19397
HG03478
HG01673
HG00285
HG01777
NA19725
NA18633
HG00180
NA20868
NA18486
NA11892
HG02657
NA18619
HG02382
HG03428
HG00278
HG01171
HG03202
NA20294
NA21090
HG02882
HG02057
HG02239
HG04022
HG03565
NA19312
NA19430
NA20340
HG00138
HG03740
HG00403
HG02086
HG03667
HG02260
NA18596
HG02023
HG00379
HG01284
NA19236
HG03589
HG01947
HG00626
HG01866
HG03940
HG00262
NA19749
HG03833
HG01198
HG03685
HG02003
NA20850
NA20502
HG03778
NA19669
NA18641
HG02334
HG04141
HG01990
NA20799
NA19121
HG00114
NA19004
NA18591
NA20803
NA21133
NA18871
HG02462
NA21111
NA19204
NA18553
HG00315
NA19080
NA19819
HG01479
NA19131
HG00476
HG03445
HG01088
HG01915
NA19917
HG01205
NA19684
HG00341
HG02272
NA19081
NA12043
HG03742
HG03815
HG03934
HG02727
HG03069
NA20847
HG03645
NA19147
HG00338
HG02684
HG03789
NA20911
HG03394
HG00155
NA19908
HG00500
NA19090
HG01971
HG02075
HG02922
HG03410
NA19475
NA18602
NA20888
HG03538
HG00118
HG01613
NA19466
HG02396
HG03458
HG01944
HG02006
NA18609
NA20802
HG03578
HG04161
HG03563
NA18612
HG01921
HG03063
NA18645
NA20510
HG01672
NA18535
HG03460
NA19058
NA20281
HG03817
HG03124
NA18507
HG00334
NA20582
NA19130
HG00631
HG02537
HG03271
HG02351
NA20759
HG01494
HG02410
HG02813
NA19099
HG04210
NA19085
HG01863
NA19654
NA18510
HG03016
NA18870
NA20541
HG02694
HG00148
HG00566
NA19093
HG03449
NA18939
HG01785
NA19758
HG01497
HG03451
HG01162
HG04098
HG02408
HG02667
HG01060
HG02047
HG02323
HG01979
HG00448
HG02513
HG03733
NA20895
HG00103
HG01607
NA12829
HG01170
NA18983
HG02536
HG01804
HG02687
HG04056
HG00265
NA20845
HG03615
HG01615
HG03479
NA18856
HG03802
HG01707
HG01095
HG02136
NA19399
NA20585
HG03720
NA20775
NA18995
HG00176
HG02291
HG00458
HG03064
NA12283
NA20876
NA19835
HG03830
NA19473
NA20508
NA18966
NA18631
HG02646
HG02491
NA19041
NA20287
NA19455
HG01799
HG01926
HG02493
HG01702
HG01182
NA18543
HG03782
HG01398
HG00623
NA12144
HG03744
HG01800
HG03520
NA19446
HG01366
NA20856
HG00150
HG02029
HG01110
HG02061
NA20846
HG00701
HG00559
HG01847
NA19403
HG02654
NA18858
